Generation,Fitness
0,0.29529257094247857
1,0.3144517679557431
2,0.3221442300693835
3,0.32568910701047143
4,0.35689516457202747
5,0.4045604017911626
6,0.4045604017911626
7,0.43973080382314256
8,0.44650162971312146
9,0.49294820121724375
10,0.4991809489288516
11,0.5202531479034382
12,0.5202531479034382
13,0.5759489874086697
14,0.6255964787609289
15,0.6530028704442026
16,0.6891991931724067
17,0.6986346459839148
18,0.6986346459839148
19,0.7052714181212832
20,0.7052714181212832
21,0.706402807003122
22,0.7215947636027956
23,0.7348639192537291
24,0.7418773531414101
25,0.750589713668727
26,0.7668395949026705
27,0.7668395949026705
28,0.776351495845575
29,0.776351495845575
30,0.776351495845575
31,0.776351495845575
32,0.7790404202022193
33,0.794798828596974
34,0.7971036314776091
35,0.8229701571521278
36,0.8229701571521278
37,0.8229701571521278
38,0.8229701571521278
39,0.8229701571521278
40,0.8229701571521278
41,0.826715833715972
42,0.8528434753009957
43,0.8528434753009957
44,0.8528434753009957
45,0.8528434753009957
46,0.8528434753009957
47,0.8549343405577386
48,0.856933362129968
49,0.8661058246175894
50,0.8661058246175894
51,0.8799369567594167
52,0.8799369567594167
53,0.8871069044772608
54,0.8888779653850831
55,0.8888779653850831
56,0.8923533979669441
57,0.9038083146429141
58,0.9038083146429141
59,0.9038083146429141
60,0.9038083146429141
61,0.9038083146429141
62,0.9038083146429141
63,0.9038083146429141
64,0.910192002705926
65,0.910192002705926
66,0.910192002705926
67,0.910192002705926
68,0.910192002705926
69,0.910192002705926
70,0.910192002705926
71,0.910192002705926
72,0.9186552214503585
73,0.9186552214503585
74,0.9186552214503585
75,0.9186552214503585
76,0.9186552214503585
77,0.9262938448955672
78,0.9262938448955672
79,0.9262938448955672
80,0.9262938448955672
81,0.9262938448955672
82,0.9262938448955672
83,0.9262938448955672
84,0.9262938448955672
85,0.9262938448955672
86,0.929249910523738
87,0.929249910523738
88,0.929249910523738
89,0.929249910523738
90,0.929249910523738
91,0.929249910523738
92,0.929249910523738
93,0.929249910523738
94,0.929249910523738
95,0.929249910523738
96,0.929249910523738
97,0.929249910523738
98,0.9438648527076918
99,0.9438648527076918
100,0.9438648527076918
